@backstage/plugin-shortcuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3.24,0.3.24,0.3.24,0.3.24,0.3.23,0.3.23,0.3.22,0.3.22,0.3.22,0.3.21,0.3.20,0.3.20,0.3.19,0.3.19,0.3.19,0.3.19,0.3.19,0.3.18,0.3.18,0.3.18,0.3.18,0.3.17,0.3.17,0.3.16,0.3.16,0.3.16,0.3.16,0.3.16,0.3.15,0.3.15,0.3.15,0.3.15,0.3.15,0.3.15,0.3.15,0.3.14,0.3.14,0.3.14,0.3.14,0.3.14,0.3.14,0.3.13,0.3.13,0.3.13,0.3.13,0.3.13,0.3.13,0.3.12,0.3.11,0.3.10,0.3.10,0.3.10,0.3.9,0.3.9,0.3.9,0.3.8,0.3.8,0.3.7,0.3.7,0.3.6,0.3.6,0.3.5,0.3.4,0.3.3,0.3.3,0.3.3,0.3.3,0.3.2,0.3.2,0.3.2,0.3.1,0.3.0,0.3.0,0.2.8,0.2.7,0.2.7,0.2.6,0.2.6,0.2.6,0.2.5,0.2.5,0.2.4,0.2.4,0.2.4,0.2.4
@backstage/plugin-signals,0.0.33,0.0.32,0.0.32,0.0.31,0.0.31,0.0.31,0.0.30,0.0.30,0.0.30,0.0.30,0.0.30,0.0.29,0.0.29,0.0.29,0.0.29,0.0.29,0.0.29,0.0.28,0.0.28,0.0.28,0.0.28,0.0.28,0.0.28,0.0.28,0.0.27,0.0.27,0.0.27,0.0.27,0.0.27,0.0.26,0.0.26,0.0.26,0.0.26,0.0.26,0.0.26,0.0.26,0.0.26,0.0.25,0.0.25,0.0.25,0.0.25,0.0.25,0.0.25,0.0.24,0.0.24,0.0.24,0.0.24,0.0.23,0.0.23,0.0.23,0.0.23,0.0.23,0.0.22,0.0.22,0.0.22,0.0.22,0.0.22,0.0.22,0.0.21,0.0.21,0.0.21,0.0.20,0.0.20,0.0.20,0.0.19,0.0.19,0.0.18,0.0.18,0.0.17,0.0.17,0.0.16,0.0.16,0.0.15,0.0.15,0.0.14,0.0.14,0.0.14,0.0.13,0.0.13,0.0.13,0.0.13,0.0.12,0.0.12,0.0.12,0.0.11,0.0.11,0.0.11,0.0.11,0.0.11,0.0.11,0.0.11,0.0.10,0.0.10,0.0.10,0.0.10,0.0.10,0.0.9,0.0.9,0.0.9,0.0.9,0.0.9,0.0.8,0.0.8,0.0.8,0.0.7,0.0.7,0.0.7,0.0.7,0.0.7,0.0.6,0.0.6,0.0.6,0.0.6,0.0.6,0.0.6,0.0.6,0.0.6,0.0.5,0.0.5,0.0.5,0.0.5,0.0.5,0.0.5,0.0.4,0.0.4,0.0.4,0.0.3,0.0.2,0.0.2,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-signals-backend,0.3.17,0.3.16,0.3.16,0.3.15,0.3.15,0.3.15,0.3.14,0.3.14,0.3.14,0.3.14,0.3.14,0.3.13,0.3.13,0.3.13,0.3.13,0.3.13,0.3.13,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.12,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.11,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.10,0.3.9,0.3.9,0.3.9,0.3.9,0.3.8,0.3.8,0.3.8,0.3.8,0.3.8,0.3.7,0.3.7,0.3.7,0.3.7,0.3.7,0.3.7,0.3.6,0.3.6,0.3.6,0.3.5,0.3.5,0.3.5,0.3.4,0.3.4,0.3.3,0.3.3,0.3.2,0.3.2,0.3.1,0.3.1,0.3.0,0.3.0,0.2.4,0.2.4,0.2.4,0.2.3,0.2.3,0.2.3,0.2.3,0.2.3,0.2.3,0.2.3,0.2.2,0.2.2,0.2.2,0.2.2,0.2.2,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.1.10,0.1.9,0.1.9,0.1.9,0.1.9,0.1.8,0.1.8,0.1.8,0.1.7,0.1.7,0.1.6,0.1.6,0.1.5,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.1,0.1.0,0.1.0,0.0.4,0.0.3,0.0.2,0.0.1,0.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-signals-node,0.2.3,0.2.2,0.2.2,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.2.0,0.2.0,0.1.29,0.1.29,0.1.29,0.1.29,0.1.29,0.1.29,0.1.28,0.1.28,0.1.28,0.1.28,0.1.28,0.1.28,0.1.28,0.1.27,0.1.27,0.1.27,0.1.27,0.1.27,0.1.27,0.1.27,0.1.27,0.1.27,0.1.27,0.1.27,0.1.27,0.1.27,0.1.26,0.1.26,0.1.26,0.1.26,0.1.26,0.1.26,0.1.25,0.1.25,0.1.25,0.1.25,0.1.24,0.1.24,0.1.24,0.1.24,0.1.24,0.1.23,0.1.23,0.1.23,0.1.23,0.1.23,0.1.23,0.1.22,0.1.22,0.1.22,0.1.21,0.1.21,0.1.21,0.1.20,0.1.20,0.1.19,0.1.19,0.1.18,0.1.18,0.1.17,0.1.17,0.1.16,0.1.16,0.1.15,0.1.15,0.1.15,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.12,0.1.12,0.1.11,0.1.11,0.1.11,0.1.11,0.1.11,0.1.10,0.1.9,0.1.9,0.1.9,0.1.9,0.1.8,0.1.8,0.1.8,0.1.7,0.1.7,0.1.6,0.1.6,0.1.5,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.4,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.1,0.1.0,0.1.0,0.0.4,0.0.3,0.0.2,0.0.1,0.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-signals-react,0.0.24,0.0.23,0.0.23,0.0.22,0.0.22,0.0.22,0.0.21,0.0.21,0.0.21,0.0.21,0.0.21,0.0.20,0.0.20,0.0.20,0.0.20,0.0.20,0.0.20,0.0.19,0.0.19,0.0.19,0.0.19,0.0.19,0.0.19,0.0.19,0.0.18,0.0.18,0.0.18,0.0.18,0.0.18,0.0.18,0.0.18,0.0.18,0.0.18,0.0.18,0.0.18,0.0.18,0.0.18,0.0.17,0.0.17,0.0.17,0.0.17,0.0.17,0.0.17,0.0.16,0.0.16,0.0.16,0.0.16,0.0.15,0.0.15,0.0.15,0.0.15,0.0.15,0.0.15,0.0.15,0.0.15,0.0.15,0.0.15,0.0.15,0.0.15,0.0.15,0.0.15,0.0.14,0.0.14,0.0.14,0.0.13,0.0.13,0.0.12,0.0.12,0.0.11,0.0.11,0.0.10,0.0.10,0.0.9,0.0.9,0.0.8,0.0.8,0.0.8,0.0.7,0.0.7,0.0.7,0.0.7,0.0.7,0.0.7,0.0.7,0.0.6,0.0.6,0.0.6,0.0.6,0.0.6,0.0.6,0.0.6,0.0.5,0.0.5,0.0.5,0.0.5,0.0.5,0.0.4,0.0.4,0.0.4,0.0.4,0.0.4,0.0.4,0.0.4,0.0.4,0.0.4,0.0.4,0.0.4,0.0.4,0.0.4,0.0.3,0.0.3,0.0.3,0.0.3,0.0.3,0.0.3,0.0.3,0.0.3,0.0.3,0.0.3,0.0.3,0.0.3,0.0.3,0.0.3,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.2,0.0.1,0.0.1,0.0.1,0.0.1,0.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-sonarqube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7.17,0.7.17,0.7.17,0.7.17,0.7.16,0.7.16,0.7.15,0.7.15,0.7.15,0.7.14,0.7.13,0.7.13,0.7.12,0.7.12,0.7.12,0.7.12,0.7.12,0.7.11,0.7.11,0.7.11,0.7.11,0.7.10,0.7.10,0.7.9,0.7.9,0.7.8,0.7.8,0.7.8,0.7.7,0.7.7,0.7.7,0.7.7,0.7.7,0.7.6,0.7.6,0.7.5,0.7.5,0.7.5,0.7.5,0.7.5,0.7.5,0.7.4,0.7.4,0.7.4,0.7.3,0.7.2,0.7.2,0.7.1,0.7.0,0.6.7,0.6.7,0.6.7,0.6.6,0.6.6,0.6.6,0.6.5,0.6.5,0.6.4,0.6.3,0.6.2,0.6.2,0.6.1,0.6.0,0.5.0,0.5.0,0.5.0,0.5.0,0.4.2,0.4.2,0.4.2,0.4.1,0.4.0,0.4.0,0.3.7,0.3.6,0.3.6,0.3.5,0.3.5,0.3.5,0.3.4,0.3.4,0.3.3,0.3.3,0.3.3,0.3.3
@backstage/plugin-sonarqube-backend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2.20,0.2.20,0.2.20,0.2.20,0.2.19,0.2.19,0.2.18,0.2.18,0.2.18,0.2.17,0.2.16,0.2.16,0.2.15,0.2.14,0.2.13,0.2.12,0.2.12,0.2.11,0.2.11,0.2.11,0.2.11,0.2.10,0.2.10,0.2.9,0.2.9,0.2.9,0.2.9,0.2.9,0.2.8,0.2.8,0.2.8,0.2.8,0.2.8,0.2.8,0.2.8,0.2.7,0.2.7,0.2.6,0.2.5,0.2.5,0.2.5,0.2.4,0.2.4,0.2.4,0.2.3,0.2.2,0.2.2,0.2.1,0.2.0,0.1.10,0.1.10,0.1.10,0.1.9,0.1.9,0.1.9,0.1.8,0.1.8,0.1.7,0.1.7,0.1.6,0.1.5,0.1.4,0.1.4,0.1.3,0.1.3,0.1.3,0.1.3,0.1.2,0.1.2,0.1.2,0.1.1,0.1.0,0.1.0,,,,,,,,,,,,
@backstage/plugin-sonarqube-react,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1.16,0.1.16,0.1.16,0.1.16,0.1.15,0.1.15,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.14,0.1.13,0.1.13,0.1.13,0.1.13,0.1.13,0.1.12,0.1.12,0.1.12,0.1.12,0.1.11,0.1.11,0.1.10,0.1.10,0.1.10,0.1.10,0.1.10,0.1.9,0.1.9,0.1.9,0.1.9,0.1.9,0.1.9,0.1.9,0.1.8,0.1.8,0.1.8,0.1.8,0.1.8,0.1.8,0.1.7,0.1.7,0.1.7,0.1.7,0.1.7,0.1.7,0.1.7,0.1.6,0.1.5,0.1.5,0.1.5,0.1.5,0.1.5,0.1.5,0.1.4,0.1.4,0.1.3,0.1.2,0.1.1,0.1.1,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-splunk-on-call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4.24,0.4.24,0.4.24,0.4.24,0.4.23,0.4.23,0.4.22,0.4.22,0.4.22,0.4.21,0.4.20,0.4.20,0.4.19,0.4.19,0.4.19,0.4.19,0.4.19,0.4.18,0.4.18,0.4.18,0.4.18,0.4.17,0.4.17,0.4.16,0.4.16,0.4.15,0.4.15,0.4.15,0.4.14,0.4.14,0.4.14,0.4.14,0.4.14,0.4.14,0.4.14,0.4.13,0.4.13,0.4.13,0.4.13,0.4.13,0.4.13,0.4.12,0.4.12,0.4.12,0.4.11,0.4.10,0.4.10,0.4.9,0.4.8,0.4.7,0.4.7,0.4.7,0.4.6,0.4.6,0.4.6,0.4.5,0.4.5,0.4.4,0.4.4,0.4.3,0.4.3,0.4.2,0.4.1,0.4.0,0.4.0,0.4.0,0.4.0,0.3.34,0.3.34,0.3.34,0.3.33,0.3.32,0.3.32,0.3.31,0.3.30,0.3.30,0.3.29,0.3.29,0.3.29,0.3.28,0.3.28,0.3.27,0.3.27,0.3.27,0.3.27
@backstage/plugin-stack-overflow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1.30,0.1.30,0.1.30,0.1.30,0.1.29,0.1.29,0.1.28,0.1.28,0.1.28,0.1.27,0.1.26,0.1.26,0.1.25,0.1.25,0.1.25,0.1.25,0.1.25,0.1.24,0.1.24,0.1.24,0.1.24,0.1.23,0.1.23,0.1.22,0.1.22,0.1.22,0.1.22,0.1.22,0.1.21,0.1.21,0.1.21,0.1.21,0.1.21,0.1.21,0.1.21,0.1.20,0.1.20,0.1.20,0.1.20,0.1.20,0.1.20,0.1.19,0.1.19,0.1.19,0.1.19,0.1.19,0.1.19,0.1.18,0.1.17,0.1.16,0.1.15,0.1.15,0.1.14,0.1.13,0.1.13,0.1.12,0.1.12,0.1.11,0.1.11,0.1.10,0.1.10,0.1.9,0.1.8,0.1.7,0.1.7,0.1.7,0.1.7,0.1.6,0.1.6,0.1.6,0.1.5,0.1.4,0.1.4,0.1.3,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,,,,
@backstage/plugin-stack-overflow-backend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2.22,0.2.22,0.2.22,0.2.22,0.2.21,0.2.21,0.2.20,0.2.20,0.2.20,0.2.19,0.2.18,0.2.18,0.2.17,0.2.16,0.2.15,0.2.14,0.2.14,0.2.13,0.2.13,0.2.13,0.2.13,0.2.12,0.2.12,0.2.11,0.2.11,0.2.11,0.2.11,0.2.11,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.9,0.2.9,0.2.8,0.2.7,0.2.7,0.2.7,0.2.6,0.2.6,0.2.6,0.2.5,0.2.4,0.2.4,0.2.3,0.2.2,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.2.0,0.1.12,0.1.12,0.1.11,0.1.11,0.1.10,0.1.9,0.1.8,0.1.8,0.1.7,0.1.7,0.1.7,0.1.7,0.1.6,0.1.6,0.1.6,0.1.5,0.1.4,0.1.4,0.1.3,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,,,,
@backstage/plugin-stackstorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1.16,0.1.16,0.1.16,0.1.16,0.1.15,0.1.15,0.1.14,0.1.14,0.1.14,0.1.13,0.1.12,0.1.12,0.1.11,0.1.11,0.1.11,0.1.11,0.1.11,0.1.10,0.1.10,0.1.10,0.1.10,0.1.9,0.1.9,0.1.8,0.1.8,0.1.8,0.1.8,0.1.8,0.1.7,0.1.7,0.1.7,0.1.7,0.1.7,0.1.7,0.1.7,0.1.6,0.1.6,0.1.6,0.1.6,0.1.6,0.1.6,0.1.5,0.1.5,0.1.5,0.1.5,0.1.5,0.1.5,0.1.4,0.1.3,0.1.2,0.1.2,0.1.2,0.1.1,0.1.1,0.1.1,0.1.0,0.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@backstage/plugin-tech-insights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3.27,0.3.27,0.3.27,0.3.27,0.3.26,0.3.26,0.3.25,0.3.25,0.3.25,0.3.24,0.3.23,0.3.23,0.3.22,0.3.22,0.3.22,0.3.22,0.3.22,0.3.21,0.3.21,0.3.21,0.3.21,0.3.20,0.3.20,0.3.19,0.3.19,0.3.18,0.3.18,0.3.18,0.3.17,0.3.17,0.3.17,0.3.17,0.3.17,0.3.17,0.3.17,0.3.16,0.3.16,0.3.16,0.3.16,0.3.16,0.3.16,0.3.15,0.3.15,0.3.15,0.3.14,0.3.13,0.3.13,0.3.12,0.3.11,0.3.10,0.3.10,0.3.10,0.3.9,0.3.9,0.3.9,0.3.8,0.3.8,0.3.7,0.3.7,0.3.6,0.3.6,0.3.5,0.3.4,0.3.3,0.3.3,0.3.3,0.3.3,0.3.2,0.3.1,0.3.1,0.3.0,0.2.4,0.2.4,0.2.3,0.2.2,0.2.2,0.2.1,0.2.1,0.2.1,0.2.0,0.2.0,0.1.13,0.1.13,0.1.13,0.1.13
@backstage/plugin-tech-insights-backend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5.32,0.5.32,0.5.32,0.5.32,0.5.31,0.5.31,0.5.30,0.5.30,0.5.30,0.5.29,0.5.28,0.5.28,0.5.27,0.5.26,0.5.25,0.5.24,0.5.24,0.5.23,0.5.23,0.5.23,0.5.23,0.5.22,0.5.22,0.5.21,0.5.21,0.5.21,0.5.21,0.5.21,0.5.20,0.5.20,0.5.20,0.5.20,0.5.20,0.5.20,0.5.20,0.5.19,0.5.19,0.5.18,0.5.17,0.5.17,0.5.17,0.5.16,0.5.16,0.5.16,0.5.15,0.5.14,0.5.14,0.5.13,0.5.12,0.5.11,0.5.11,0.5.11,0.5.10,0.5.10,0.5.10,0.5.9,0.5.9,0.5.8,0.5.8,0.5.7,0.5.6,0.5.5,0.5.5,0.5.4,0.5.4,0.5.4,0.5.4,0.5.3,0.5.3,0.5.3,0.5.2,0.5.1,0.5.1,0.5.0,0.4.1,0.4.1,0.4.0,0.4.0,0.4.0,0.3.0,0.3.0,0.2.10,0.2.10,0.2.10,0.2.10
@backstage/plugin-tech-insights-backend-module-jsonfc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1.50,0.1.50,0.1.50,0.1.50,0.1.49,0.1.49,0.1.48,0.1.48,0.1.48,0.1.47,0.1.46,0.1.46,0.1.45,0.1.44,0.1.43,0.1.42,0.1.42,0.1.41,0.1.41,0.1.41,0.1.41,0.1.40,0.1.40,0.1.39,0.1.39,0.1.39,0.1.39,0.1.39,0.1.38,0.1.38,0.1.38,0.1.38,0.1.38,0.1.38,0.1.38,0.1.37,0.1.37,0.1.36,0.1.35,0.1.35,0.1.35,0.1.34,0.1.34,0.1.34,0.1.33,0.1.32,0.1.32,0.1.31,0.1.30,0.1.29,0.1.29,0.1.29,0.1.28,0.1.28,0.1.28,0.1.27,0.1.27,0.1.26,0.1.26,0.1.25,0.1.24,0.1.23,0.1.23,0.1.22,0.1.22,0.1.22,0.1.22,0.1.21,0.1.21,0.1.21,0.1.20,0.1.19,0.1.19,0.1.18,0.1.17,0.1.17,0.1.16,0.1.16,0.1.16,0.1.15,0.1.15,0.1.14,0.1.14,0.1.14,0.1.14
@backstage/plugin-tech-insights-common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2.13,0.2.13,0.2.13,0.2.13,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.12,0.2.11,0.2.11,0.2.11,0.2.11,0.2.11,0.2.11,0.2.11,0.2.11,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.10,0.2.9,0.2.9,0.2.9,0.2.9,0.2.8,0.2.8,0.2.8,0.2.8,0.2.7,0.2.7,0.2.7,0.2.6,0.2.6,0.2.6,0.2.5,0.2.4,0.2.4,0.2.4,0.2.4,0.2.4,0.2.4,0.2.4,0.2.4,0.2.4,0.2.4,0.2.4
@backstage/plugin-tech-insights-node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6.1,0.6.1,0.6.1,0.6.1,0.6.0,0.6.0,0.5.2,0.5.2,0.5.2,0.5.1,0.5.0,0.5.0,0.4.19,0.4.18,0.4.17,0.4.16,0.4.16,0.4.15,0.4.15,0.4.15,0.4.15,0.4.14,0.4.14,0.4.13,0.4.13,0.4.13,0.4.13,0.4.13,0.4.12,0.4.12,0.4.12,0.4.12,0.4.12,0.4.12,0.4.12,0.4.11,0.4.11,0.4.10,0.4.9,0.4.9,0.4.9,0.4.8,0.4.8,0.4.8,0.4.7,0.4.6,0.4.6,0.4.5,0.4.4,0.4.3,0.4.3,0.4.3,0.4.2,0.4.2,0.4.2,0.4.1,0.4.1,0.4.0,0.4.0,0.3.9,0.3.8,0.3.7,0.3.7,0.3.6,0.3.6,0.3.6,0.3.6,0.3.5,0.3.5,0.3.5,0.3.4,0.3.3,0.3.3,0.3.2,0.3.1,0.3.1,0.3.0,0.3.0,0.3.0,0.2.9,0.2.9,0.2.8,0.2.8,0.2.8,0.2.8
@backstage/plugin-tech-radar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7.4,0.7.4,0.7.4,0.7.4,0.7.3,0.7.3,0.7.2,0.7.2,0.7.2,0.7.1,0.7.0,0.7.0,0.6.13,0.6.13,0.6.13,0.6.13,0.6.13,0.6.12,0.6.12,0.6.12,0.6.12,0.6.11,0.6.11,0.6.10,0.6.10,0.6.10,0.6.10,0.6.10,0.6.9,0.6.9,0.6.9,0.6.9,0.6.9,0.6.9,0.6.9,0.6.8,0.6.8,0.6.8,0.6.8,0.6.8,0.6.8,0.6.7,0.6.7,0.6.7,0.6.7,0.6.7,0.6.7,0.6.6,0.6.5,0.6.4,0.6.4,0.6.4,0.6.3,0.6.3,0.6.3,0.6.2,0.6.2,0.6.1,0.6.1,0.6.0,0.6.0,0.5.20,0.5.19,0.5.18,0.5.18,0.5.18,0.5.18,0.5.17,0.5.17,0.5.17,0.5.16,0.5.15,0.5.15,0.5.14,0.5.13,0.5.13,0.5.12,0.5.12,0.5.12,0.5.11,0.5.11,0.5.10,0.5.10,0.5.10,0.5.10
@backstage/plugin-techdocs,1.17.8,1.17.7,1.17.7,1.17.6,1.17.6,1.17.6,1.17.5,1.17.5,1.17.5,1.17.4,1.17.3,1.17.2,1.17.2,1.17.2,1.17.2,1.17.2,1.17.1,1.17.0,1.17.0,1.17.0,1.17.0,1.17.0,1.17.0,1.17.0,1.16.2,1.16.2,1.16.2,1.16.2,1.16.2,1.16.1,1.16.1,1.16.1,1.16.1,1.16.1,1.16.1,1.16.1,1.16.1,1.16.0,1.16.0,1.16.0,1.16.0,1.16.0,1.16.0,1.15.2,1.15.2,1.15.1,1.15.1,1.15.0,1.15.0,1.15.0,1.15.0,1.15.0,1.14.1,1.14.1,1.14.1,1.14.1,1.14.0,1.14.0,1.13.2,1.13.2,1.13.2,1.13.1,1.13.1,1.13.0,1.12.6,1.12.6,1.12.5,1.12.5,1.12.4,1.12.4,1.12.3,1.12.3,1.12.2,1.12.1,1.12.0,1.12.0,1.12.0,1.11.2,1.11.2,1.11.2,1.11.2,1.11.1,1.11.1,1.11.1,1.11.0,1.11.0,1.11.0,1.11.0,1.11.0,1.11.0,1.11.0,1.10.10,1.10.10,1.10.10,1.10.9,1.10.9,1.10.8,1.10.8,1.10.8,1.10.8,1.10.8,1.10.7,1.10.7,1.10.7,1.10.6,1.10.6,1.10.6,1.10.6,1.10.6,1.10.5,1.10.5,1.10.5,1.10.5,1.10.5,1.10.5,1.10.5,1.10.5,1.10.4,1.10.4,1.10.4,1.10.4,1.10.4,1.10.4,1.10.3,1.10.3,1.10.3,1.10.2,1.10.1,1.10.1,1.10.0,1.10.0,1.10.0,1.10.0,1.10.0,1.9.3,1.9.3,1.9.3,1.9.3,1.9.2,1.9.2,1.9.1,1.9.1,1.9.0,1.9.0,1.9.0,1.8.0,1.8.0,1.8.0,1.8.0,1.8.0,1.8.0,1.8.0,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.7.0,1.6.8,1.6.8,1.6.8,1.6.7,1.6.6,1.6.6,1.6.5,1.6.4,1.6.3,1.6.2,1.6.2,1.6.1,1.6.1,1.6.1,1.6.0,1.6.0,1.5.0,1.5.0,1.4.3,1.4.3,1.4.2,1.4.1,1.4.0,1.4.0,1.4.0,1.4.0,1.3.3,1.3.3,1.3.3,1.3.2,1.3.1,1.3.1,1.3.0,1.2.0,1.2.0,1.1.1,1.1.1,1.1.1,1.1.0,1.1.0,1.0.1,1.0.1,1.0.0,1.0.0
